Timestamp,CanId,DataBytes
1656506756.799000,18FF1919,01030A02FFFFFFFF
1656506756.802000,10F01A01,8813FFFFFFFFFFFF
1656506756.807000,10FCFD01,FFFFFFFF562EFFFF
1656506756.812000,18FD9401,3807FFFF07209302
1656506756.817000,18FDA101,4016FFFFFFFF40FF
1656506756.822000,10FDA301,FFFFFFFFFFFFFFFF
1656506756.826000,18FDAA01,FFFFFFFFFFFFFF76
1656506756.832000,18FDD001,FFFFFF4076FFFFFF
1656506756.837000,CF00400,017D7DDD2D00F47D
1656506756.843000,CFF0381,0000000000000007
1656506756.846000,14FF0221,FFFFFFFFFFFFFFFF
1656506756.852000,18FF1B19,FFFCFFFFFFFFFFFF
1656506756.857000,CF00421,FFFFFFFFFFFFFFFF
1656506756.862000,18FF3000,0000AFFFFFFFFFFF
1656506756.867000,10FECA21,00FF00000000FFFF
1656506756.872000,1CFE9201,FF0071FFFFFFFFFF
1656506756.876000,18FEDB01,402D402D402DFFFF
1656506756.882000,18FFA03D,2A492D023F012FFF
1656506756.886000,18F00E3D,D81DFFFFFFFFFFFF
1656506756.892000,C00000B,FCFFFAFAFFFFFFFF
1656506756.896000,18F00F3D,B40FFFFFFFFFFFFF
1656506756.902000,18FFA13D,3A0C970F2F000041
1656506756.906000,CF00400,017D7DAC2D00F47D
1656506756.912000,CF00300,DD0000FFFFFFE3FF
1656506756.917000,14FFA000,FCFFFFFFFFFFFFFF
1656506756.922000,14FDA421,FFFFFFFFFFFFFFFF
1656506756.927000,18FEF200,A200D402F304FFFF
1656506756.932000,1CFEC347,FFFFFFFFFFFFFFFF
1656506756.937000,CF00400,017D7D732D00F47D
1656506756.942000,18EA4A17,E6FE00
1656506756.946000,18FD0517,03033FFFFFFFFFFF
1656506756.952000,10FF2121,72551FC0C0FFFFE1
1656506756.957000,18FD0417,C0FFFFFFFFFFFFFF
1656506756.962000,14FEF031,FFFFFFFFFFFC00FF
1656506756.967000,18FEDF00,860013FF7D5117FF
1656506756.971000,18FEF717,FFFFFFFF1A01FFFF
1656506756.977000,18FEFA17,FFCEB4FFFFFFFFFF
1656506756.981000,18FF1817,000000000000FFFF
1656506756.987000,18FF1917,54FFFFFF000000E4
1656506756.992000,18FECA17,00FF00000000FFFF
1656506756.997000,18FEFC17,FF82FFFFFFFFFFFF
1656506757.002000,18FEF117,F3FFFFFFFFFFFFFF
1656506757.007000,18EA4A17,E8FE00
1656506757.012000,C00100B,FCFFFA00FFFFFFFF
1656506757.017000,18FEC117,5C0D8A05FFFFFFFF
1656506757.022000,CF00400,017D7D412D00F47D
1656506757.027000,18FF2421,92F0FFFFFFFFFFFF
1656506757.032000,C000F0B,FCFFFA00FFFFFFFF
1656506757.037000,18F0233D,FFFFFFFFFF2BFFFF
1656506757.042000,C00290B,FCFFFA00FFFFFFFF
1656506757.047000,CF00400,017D7D1A2D00F47D
1656506757.052000,18FEF000,FFFFFF0000F000FF
1656506757.057000,10FECA25,00FF00000000FFFF
1656506757.062000,18FEBF0B,49147C7D7879FFFF
1656506757.067000,CF00A01,9117B46CFFFFFFFF
1656506757.072000,10F01A01,1815FFFFFFFFFFFF
1656506757.077000,CF00400,017D7DE92C00F47D
1656506757.082000,18FEE000,DBB83800DBB83800
1656506757.087000,CFF0281,45038001D2006100
1656506757.092000,18F00E3D,001EFFFFFFFFFFFF
1656506757.096000,18FEF521,FFFFFFA022FFFFFF
1656506757.102000,18F00F3D,F00FFFFFFFFFFFFF
1656506757.107000,18FD8C3D,6C003E00FFFFFFFF
1656506757.112000,18FDB23D,FFFF1C4B2E00FFFF
1656506757.117000,18FE4F3E,0400FFFFFFFFFFFF
1656506757.122000,18FDB300,FFFF134FFFFFFFFF
1656506757.127000,18FDB400,42444244FFFFFFFF
1656506757.132000,18F0010B,C0FFF0FFFF0DFF3F
1656506757.137000,CF00400,017D7DB72C00F47D
1656506757.142000,CF00300,DD0000FFFFFFE3FF
1656506757.146000,14F00031,CFFFFFFFFFFFFFFF
1656506757.152000,18FEF100,C3CE134000000030
1656506757.157000,CF00400,017D7D852C00F47D
1656506757.161000,18FEDF00,850013FF7DDA15FF
1656506757.167000,10FF2121,72551FC0C0FFFFE1
1656506757.171000,14F00131,FFFFFFFF00FFFFFF
1656506757.177000,CF00400,017D7D5A2C00F47D
1656506757.182000,14FF3131,0030030000FFFFF0
1656506757.186000,14FEF121,F3FFFF4FFFFFFFFF
1656506757.192000,14FF2321,100CE1FFFFFFFFFF
1656506757.196000,18F0233D,FFFFFFFFFF2BFFFF
1656506757.202000,18FD413D,FFFFFFFFFCFCFCFC
1656506757.207000,CF00400,017D7D2F2C00F47D
1656506757.211000,18F0000F,067DFFFF0F7DFFFF
1656506757.217000,14FF0121,FFFFFFFFFFFFFCFF
1656506757.222000,18FECA00,03FF00000000FFFF
1656506757.227000,14FEF131,CFFFFFF300FFFF30
1656506757.232000,CF00A01,0817EF68FFFFFFFF
1656506757.237000,10F01A01,A816FFFFFFFFFFFF
1656506757.242000,10FCFD01,FFFFFFFFF92DFFFF
1656506757.246000,18FD9401,3807FFFF17209702
1656506757.252000,18FDA101,8516FFFFFFFF40FF
1656506757.257000,10FDA301,FFFFFFFFFFFFFFFF
1656506757.262000,18FDAA01,FFFFFFFFFFFFFF72
1656506757.267000,18FDD001,FFFFFF4076FFFFFF
1656506757.271000,1CFE9201,FF0071FFFFFFFFFF
1656506757.277000,CF00400,017D7DF72B00F47D
1656506757.285000,18FEDB01,402D402D402DFFFF
1656506757.286000,CFF0381,0000000000000007
1656506757.292000,14FF0221,FFFFFFFFFFFFFFFF
1656506757.296000,18F00E3D,141EFFFFFFFFFFFF
1656506757.302000,CF00421,FFFFFFFFFFFFFFFF
1656506757.306000,18F00F3D,1810FFFFFFFFFFFF
1656506757.312000,18FF3000,0000AFFFFFFFFFFF
1656506757.317000,C00000B,FCFFFAFAFFFFFFFF
1656506757.322000,CF00400,017D7DC62B00F47D
1656506757.328000,CF00300,DD0000FFFFFFE1FF
1656506757.334000,14FFA000,FCFFFFFFFFFFFFFF
1656506757.336000,14FDA421,FFFFFFFFFFFFFFFF
1656506757.342000,18FEF200,9000D402F304FFFF
1656506757.347000,CF00400,017D7D9F2B00F47D
1656506757.352000,18FEE64A,2C2F09013423837E
1656506757.357000,18FEDF00,850013FF7DDA15FF
1656506757.362000,10FF2121,72551FC0C0FFFFE1
1656506757.367000,18FEF117,F3FFFFFFFFFFFFFF
1656506757.372000,14FEF031,FFFFFFFFFFFC00FF
1656506757.377000,18EA0090,E9FE00
1656506757.382000,CF00400,017D7D732B00F47D
1656506757.388000,18FEE900,96C4050092C10500
1656506757.393000,18FEF621,FFFFFFFFFFFFFFFF
1656506757.399000,18F0233D,FFFFFFFFFF2BFFFF
1656506757.402000,18E8174A,0100FFFFFFE8FE00
1656506757.407000,CF00400,017D7D3B2B00F47D
1656506757.412000,18FEF000,FFFFFF0000F000FF
1656506757.417000,18FEF721,FFFFFFFF1A01FFFF
1656506757.422000,18FEBF0B,49147C7D787AFFFF
1656506757.427000,CF00A01,B916C165FFFFFFFF
1656506757.432000,10F01A01,3818FFFFFFFFFFFF
1656506757.437000,CF00400,017D7D0D2B00F47D
1656506757.442000,18FEE000,DBB83800DBB83800
1656506757.446000,CFF0281,BC03B201D3006200
1656506757.452000,18E00031,FFFFFFFFFFF3FFFF
1656506757.457000,18F00E3D,F01EFFFFFFFFFFFF
1656506757.462000,18FF01CA,F0FFFFFF04C9061A
1656506757.467000,18F00F3D,5410FFFFFFFFFFFF
1656506757.471000,18FD8C3D,6C003E00FFFFFFFF
1656506757.477000,18FE4F3E,0400FFFFFFFFFFFF
1656506757.482000,18FDB23D,FFFF1C4B2E00FFFF
1656506757.487000,18FDB300,FFFF134FFFFFFFFF
1656506757.492000,18FDB400,42444244FFFFFFFF
1656506757.496000,18F0010B,C0FFF0FFFF0DFF3F
1656506757.502000,CF00400,017D7DDF2A00F47D
1656506757.507000,CF00300,DD0000FFFFFFDEFF
1656506757.511000,14F00031,CFFFFFFFFFFFFFFF
1656506757.517000,18FEF100,C368144000000030
1656506757.521000,CF00400,017D7DBB2A00F47D
1656506757.527000,18FEDF00,850013FF7D4F14FF
1656506757.531000,18FEEF00,B8FFFF5CFFFFFFFA
