TimestampEpoch;BusChannel;ID;IDE;DLC;DataLength;Dir;EDL;BRS;DataBytes
1569601200.283750;1;07DF;0;8;8;1;0;0;02010A5555555555
1569601200.303750;1;07DF;0;8;8;1;0;0;02010B5555555555
1569601200.309100;1;07E8;0;8;8;0;0;0;03410B1CFFFFFFFF
1569601200.323750;1;07DF;0;8;8;1;0;0;02010C5555555555
1569601200.329300;1;07E8;0;8;8;0;0;0;04410C2484FFFFFF
1569601200.343750;1;07DF;0;8;8;1;0;0;02010D5555555555
1569601200.348950;1;07E8;0;8;8;0;0;0;03410D2DFFFFFFFF
1569601200.363750;1;07DF;0;8;8;1;0;0;0201105555555555
1569601200.383750;1;07DF;0;8;8;1;0;0;0201115555555555
1569601200.389050;1;07E8;0;8;8;0;0;0;0341112BFFFFFFFF
1569601200.403750;1;07DF;0;8;8;1;0;0;02015E5555555555
1569601200.423750;1;07DF;0;8;8;1;0;0;02011F5555555555
1569601200.429100;1;07E8;0;8;8;0;0;0;04411F00A7FFFFFF
1569601200.483750;1;07DF;0;8;8;1;0;0;02010A5555555555
1569601200.503750;1;07DF;0;8;8;1;0;0;02010B5555555555
1569601200.509050;1;07E8;0;8;8;0;0;0;03410B1CFFFFFFFF
1569601200.523750;1;07DF;0;8;8;1;0;0;02010C5555555555
1569601200.529300;1;07E8;0;8;8;0;0;0;04410C245CFFFFFF
1569601200.543750;1;07DF;0;8;8;1;0;0;02010D5555555555
1569601200.549050;1;07E8;0;8;8;0;0;0;03410D2DFFFFFFFF
1569601200.563750;1;07DF;0;8;8;1;0;0;0201105555555555
1569601200.583750;1;07DF;0;8;8;1;0;0;0201115555555555
1569601200.589000;1;07E8;0;8;8;0;0;0;0341112BFFFFFFFF
1569601200.603750;1;07DF;0;8;8;1;0;0;02015E5555555555
1569601200.623750;1;07DF;0;8;8;1;0;0;02011F5555555555
1569601200.629650;1;07E8;0;8;8;0;0;0;04411F00A8FFFFFF
1569601200.683750;1;07DF;0;8;8;1;0;0;02010A5555555555
1569601200.703750;1;07DF;0;8;8;1;0;0;02010B5555555555
1569601200.709650;1;07E8;0;8;8;0;0;0;03410B1CFFFFFFFF
1569601200.723750;1;07DF;0;8;8;1;0;0;02010C5555555555
1569601200.729200;1;07E8;0;8;8;0;0;0;04410C246CFFFFFF
1569601200.743750;1;07DF;0;8;8;1;0;0;02010D5555555555
1569601200.749800;1;07E8;0;8;8;0;0;0;03410D2DFFFFFFFF
1569601200.763750;1;07DF;0;8;8;1;0;0;0201105555555555
1569601200.783750;1;07DF;0;8;8;1;0;0;0201115555555555
1569601200.789650;1;07E8;0;8;8;0;0;0;0341112BFFFFFFFF
1569601200.803750;1;07DF;0;8;8;1;0;0;02015E5555555555
1569601200.823750;1;07DF;0;8;8;1;0;0;02011F5555555555
1569601200.829400;1;07E8;0;8;8;0;0;0;04411F00A8FFFFFF
1569601200.883750;1;07DF;0;8;8;1;0;0;02010A5555555555
1569601200.903750;1;07DF;0;8;8;1;0;0;02010B5555555555
1569601200.909600;1;07E8;0;8;8;0;0;0;03410B1CFFFFFFFF
1569601200.923750;1;07DF;0;8;8;1;0;0;02010C5555555555
1569601200.929150;1;07E8;0;8;8;0;0;0;04410C247CFFFFFF
1569601200.943750;1;07DF;0;8;8;1;0;0;02010D5555555555
1569601200.949550;1;07E8;0;8;8;0;0;0;03410D2DFFFFFFFF
1569601200.963800;1;07DF;0;8;8;1;0;0;0201105555555555
1569601200.983750;1;07DF;0;8;8;1;0;0;0201115555555555
1569601200.989400;1;07E8;0;8;8;0;0;0;0341112BFFFFFFFF
1569601201.003800;1;07DF;0;8;8;1;0;0;02015E5555555555
1569601201.023800;1;07DF;0;8;8;1;0;0;02011F5555555555
1569601201.030150;1;07E8;0;8;8;0;0;0;04411F00A8FFFFFF
1569601201.063800;1;07DF;0;8;8;1;0;0;0201055555555555
1569601201.069400;1;07E8;0;8;8;0;0;0;03410559FFFFFFFF
1569601201.083800;1;07DF;0;8;8;1;0;0;02010A5555555555
1569601201.103800;1;07DF;0;8;8;1;0;0;02010B5555555555
1569601201.109600;1;07E8;0;8;8;0;0;0;03410B1CFFFFFFFF
1569601201.123800;1;07DF;0;8;8;1;0;0;02010C5555555555
1569601201.129600;1;07E8;0;8;8;0;0;0;04410C24A0FFFFFF
1569601201.143800;1;07DF;0;8;8;1;0;0;02010D5555555555
1569601201.149550;1;07E8;0;8;8;0;0;0;03410D2DFFFFFFFF
1569601201.163800;1;07DF;0;8;8;1;0;0;0201105555555555
1569601201.183800;1;07DF;0;8;8;1;0;0;0201115555555555
1569601201.189400;1;07E8;0;8;8;0;0;0;0341112BFFFFFFFF
1569601201.203800;1;07DF;0;8;8;1;0;0;02015E5555555555
1569601201.223800;1;07DF;0;8;8;1;0;0;02011F5555555555
1569601201.229350;1;07E8;0;8;8;0;0;0;04411F00A8FFFFFF
1569601201.283800;1;07DF;0;8;8;1;0;0;02010A5555555555
1569601201.303800;1;07DF;0;8;8;1;0;0;02010B5555555555
1569601201.309400;1;07E8;0;8;8;0;0;0;03410B1CFFFFFFFF
1569601201.323800;1;07DF;0;8;8;1;0;0;02010C5555555555
1569601201.329400;1;07E8;0;8;8;0;0;0;04410C24B4FFFFFF
1569601201.343800;1;07DF;0;8;8;1;0;0;02010D5555555555
1569601201.349500;1;07E8;0;8;8;0;0;0;03410D2DFFFFFFFF
1569601201.363800;1;07DF;0;8;8;1;0;0;0201105555555555
1569601201.383800;1;07DF;0;8;8;1;0;0;0201115555555555
1569601201.389350;1;07E8;0;8;8;0;0;0;0341112BFFFFFFFF
1569601201.403800;1;07DF;0;8;8;1;0;0;02015E5555555555
1569601201.423850;1;07DF;0;8;8;1;0;0;02011F5555555555
1569601201.429400;1;07E8;0;8;8;0;0;0;04411F00A8FFFFFF
1569601201.483850;1;07DF;0;8;8;1;0;0;02010A5555555555
1569601201.503800;1;07DF;0;8;8;1;0;0;02010B5555555555
1569601201.509300;1;07E8;0;8;8;0;0;0;03410B1CFFFFFFFF
1569601201.523800;1;07DF;0;8;8;1;0;0;02010C5555555555
1569601201.529150;1;07E8;0;8;8;0;0;0;04410C24D4FFFFFF
1569601201.543800;1;07DF;0;8;8;1;0;0;02010D5555555555
1569601201.549850;1;07E8;0;8;8;0;0;0;03410D2EFFFFFFFF
1569601201.563800;1;07DF;0;8;8;1;0;0;0201105555555555
1569601201.583850;1;07DF;0;8;8;1;0;0;0201115555555555
1569601201.589400;1;07E8;0;8;8;0;0;0;0341112BFFFFFFFF
1569601201.603800;1;07DF;0;8;8;1;0;0;02015E5555555555
1569601201.623850;1;07DF;0;8;8;1;0;0;02011F5555555555
1569601201.629600;1;07E8;0;8;8;0;0;0;04411F00A9FFFFFF
1569601201.683850;1;07DF;0;8;8;1;0;0;02010A5555555555
1569601201.703850;1;07DF;0;8;8;1;0;0;02010B5555555555
1569601201.709850;1;07E8;0;8;8;0;0;0;03410B1CFFFFFFFF
1569601201.723800;1;07DF;0;8;8;1;0;0;02010C5555555555
1569601201.729200;1;07E8;0;8;8;0;0;0;04410C24ECFFFFFF
1569601201.743850;1;07DF;0;8;8;1;0;0;02010D5555555555
1569601201.749250;1;07E8;0;8;8;0;0;0;03410D2EFFFFFFFF
1569601201.763800;1;07DF;0;8;8;1;0;0;0201105555555555
1569601201.783850;1;07DF;0;8;8;1;0;0;0201115555555555
1569601201.789100;1;07E8;0;8;8;0;0;0;0341112BFFFFFFFF
1569601201.803850;1;07DF;0;8;8;1;0;0;02015E5555555555
1569601201.823850;1;07DF;0;8;8;1;0;0;02011F5555555555
1569601201.829300;1;07E8;0;8;8;0;0;0;04411F00A9FFFFFF
1569601201.883800;1;07DF;0;8;8;1;0;0;02010A5555555555
1569601201.903850;1;07DF;0;8;8;1;0;0;02010B5555555555
1569601201.904950;1;07E8;0;8;8;0;0;0;03410B1CFFFFFFFF
1569601201.923850;1;07DF;0;8;8;1;0;0;02010C5555555555
1569601201.929450;1;07E8;0;8;8;0;0;0;04410C24FCFFFFFF
1569601201.943850;1;07DF;0;8;8;1;0;0;02010D5555555555
1569601201.949500;1;07E8;0;8;8;0;0;0;03410D2EFFFFFFFF
1569601201.963850;1;07DF;0;8;8;1;0;0;0201105555555555
1569601201.983850;1;07DF;0;8;8;1;0;0;0201115555555555
1569601201.989400;1;07E8;0;8;8;0;0;0;0341112BFFFFFFFF
1569601202.003900;1;07DF;0;8;8;1;0;0;02015E5555555555
1569601202.023850;1;07DF;0;8;8;1;0;0;02011F5555555555
1569601202.029350;1;07E8;0;8;8;0;0;0;04411F00A9FFFFFF
1569601202.063850;1;07DF;0;8;8;1;0;0;0201055555555555
1569601202.069350;1;07E8;0;8;8;0;0;0;03410559FFFFFFFF
1569601202.083850;1;07DF;0;8;8;1;0;0;02010A5555555555
1569601202.103900;1;07DF;0;8;8;1;0;0;02010B5555555555
1569601202.109400;1;07E8;0;8;8;0;0;0;03410B1CFFFFFFFF
1569601202.123850;1;07DF;0;8;8;1;0;0;02010C5555555555
1569601202.129700;1;07E8;0;8;8;0;0;0;04410C2510FFFFFF
1569601202.143850;1;07DF;0;8;8;1;0;0;02010D5555555555
1569601202.149550;1;07E8;0;8;8;0;0;0;03410D2EFFFFFFFF
1569601202.163900;1;07DF;0;8;8;1;0;0;0201105555555555
1569601202.183850;1;07DF;0;8;8;1;0;0;0201115555555555
1569601202.189350;1;07E8;0;8;8;0;0;0;0341112BFFFFFFFF
1569601202.203900;1;07DF;0;8;8;1;0;0;02015E5555555555
1569601202.223900;1;07DF;0;8;8;1;0;0;02011F5555555555
1569601202.229700;1;07E8;0;8;8;0;0;0;04411F00A9FFFFFF
1569601202.283850;1;07DF;0;8;8;1;0;0;02010A5555555555
1569601202.303900;1;07DF;0;8;8;1;0;0;02010B5555555555
1569601202.309500;1;07E8;0;8;8;0;0;0;03410B1CFFFFFFFF
1569601202.323900;1;07DF;0;8;8;1;0;0;02010C5555555555
1569601202.329400;1;07E8;0;8;8;0;0;0;04410C252CFFFFFF
1569601202.343850;1;07DF;0;8;8;1;0;0;02010D5555555555
1569601202.349550;1;07E8;0;8;8;0;0;0;03410D2EFFFFFFFF
1569601202.363900;1;07DF;0;8;8;1;0;0;0201105555555555
1569601202.383900;1;07DF;0;8;8;1;0;0;0201115555555555
1569601202.389350;1;07E8;0;8;8;0;0;0;0341112BFFFFFFFF
1569601202.403900;1;07DF;0;8;8;1;0;0;02015E5555555555
1569601202.423900;1;07DF;0;8;8;1;0;0;02011F5555555555
1569601202.429450;1;07E8;0;8;8;0;0;0;04411F00A9FFFFFF
1569601202.483900;1;07DF;0;8;8;1;0;0;02010A5555555555
1569601202.503900;1;07DF;0;8;8;1;0;0;02010B5555555555
1569601202.509350;1;07E8;0;8;8;0;0;0;03410B1CFFFFFFFF
1569601202.523900;1;07DF;0;8;8;1;0;0;02010C5555555555
1569601202.529700;1;07E8;0;8;8;0;0;0;04410C2548FFFFFF
1569601202.543900;1;07DF;0;8;8;1;0;0;02010D5555555555
1569601202.549550;1;07E8;0;8;8;0;0;0;03410D2EFFFFFFFF
1569601202.563900;1;07DF;0;8;8;1;0;0;0201105555555555
1569601202.583900;1;07DF;0;8;8;1;0;0;0201115555555555
1569601202.589300;1;07E8;0;8;8;0;0;0;0341112BFFFFFFFF
1569601202.603900;1;07DF;0;8;8;1;0;0;02015E5555555555
1569601202.623900;1;07DF;0;8;8;1;0;0;02011F5555555555
1569601202.629750;1;07E8;0;8;8;0;0;0;04411F00A9FFFFFF
1569601202.683900;1;07DF;0;8;8;1;0;0;02010A5555555555
1569601202.703900;1;07DF;0;8;8;1;0;0;02010B5555555555
1569601202.709400;1;07E8;0;8;8;0;0;0;03410B1CFFFFFFFF
1569601202.723900;1;07DF;0;8;8;1;0;0;02010C5555555555
1569601202.729750;1;07E8;0;8;8;0;0;0;04410C2550FFFFFF
1569601202.743900;1;07DF;0;8;8;1;0;0;02010D5555555555
1569601202.749500;1;07E8;0;8;8;0;0;0;03410D2EFFFFFFFF
1569601202.763900;1;07DF;0;8;8;1;0;0;0201105555555555
1569601202.783900;1;07DF;0;8;8;1;0;0;0201115555555555
1569601202.789350;1;07E8;0;8;8;0;0;0;0341112BFFFFFFFF
1569601202.803900;1;07DF;0;8;8;1;0;0;02015E5555555555
1569601202.823900;1;07DF;0;8;8;1;0;0;02011F5555555555
1569601202.829400;1;07E8;0;8;8;0;0;0;04411F00AAFFFFFF
1569601202.883900;1;07DF;0;8;8;1;0;0;02010A5555555555
1569601202.903900;1;07DF;0;8;8;1;0;0;02010B5555555555
1569601202.909100;1;07E8;0;8;8;0;0;0;03410B1CFFFFFFFF
1569601202.923900;1;07DF;0;8;8;1;0;0;02010C5555555555
1569601202.929450;1;07E8;0;8;8;0;0;0;04410C255CFFFFFF
1569601202.943900;1;07DF;0;8;8;1;0;0;02010D5555555555
1569601202.949400;1;07E8;0;8;8;0;0;0;03410D2EFFFFFFFF
1569601202.963900;1;07DF;0;8;8;1;0;0;0201105555555555
1569601202.983900;1;07DF;0;8;8;1;0;0;0201115555555555
1569601202.989050;1;07E8;0;8;8;0;0;0;0341112BFFFFFFFF
1569601203.003950;1;07DF;0;8;8;1;0;0;02015E5555555555
1569601203.023950;1;07DF;0;8;8;1;0;0;02011F5555555555
1569601203.029450;1;07E8;0;8;8;0;0;0;04411F00AAFFFFFF
1569601203.063950;1;07DF;0;8;8;1;0;0;0201055555555555
1569601203.069450;1;07E8;0;8;8;0;0;0;03410559FFFFFFFF
1569601203.083950;1;07DF;0;8;8;1;0;0;02010A5555555555
1569601203.103950;1;07DF;0;8;8;1;0;0;02010B5555555555
1569601203.109150;1;07E8;0;8;8;0;0;0;03410B1CFFFFFFFF
1569601203.123950;1;07DF;0;8;8;1;0;0;02010C5555555555
1569601203.129900;1;07E8;0;8;8;0;0;0;04410C2570FFFFFF
1569601203.143950;1;07DF;0;8;8;1;0;0;02010D5555555555
1569601203.149550;1;07E8;0;8;8;0;0;0;03410D2EFFFFFFFF
1569601203.163950;1;07DF;0;8;8;1;0;0;0201105555555555
1569601203.183950;1;07DF;0;8;8;1;0;0;0201115555555555
1569601203.189100;1;07E8;0;8;8;0;0;0;0341112BFFFFFFFF
1569601203.203950;1;07DF;0;8;8;1;0;0;02015E5555555555
1569601203.223950;1;07DF;0;8;8;1;0;0;02011F5555555555
1569601203.230050;1;07E8;0;8;8;0;0;0;04411F00AAFFFFFF
1569601203.283950;1;07DF;0;8;8;1;0;0;02010A5555555555
1569601203.303950;1;07DF;0;8;8;1;0;0;02010B5555555555
1569601203.309150;1;07E8;0;8;8;0;0;0;03410B1CFFFFFFFF
1569601203.323950;1;07DF;0;8;8;1;0;0;02010C5555555555
1569601203.329500;1;07E8;0;8;8;0;0;0;04410C2580FFFFFF
1569601203.343950;1;07DF;0;8;8;1;0;0;02010D5555555555
1569601203.349300;1;07E8;0;8;8;0;0;0;03410D2FFFFFFFFF
1569601203.363950;1;07DF;0;8;8;1;0;0;0201105555555555
1569601203.383950;1;07DF;0;8;8;1;0;0;0201115555555555
1569601203.389150;1;07E8;0;8;8;0;0;0;0341112BFFFFFFFF
1569601203.403950;1;07DF;0;8;8;1;0;0;02015E5555555555
1569601203.424000;1;07DF;0;8;8;1;0;0;02011F5555555555
1569601203.429550;1;07E8;0;8;8;0;0;0;04411F00AAFFFFFF
1569601203.483950;1;07DF;0;8;8;1;0;0;02010A5555555555
1569601203.503950;1;07DF;0;8;8;1;0;0;02010B5555555555
1569601203.509150;1;07E8;0;8;8;0;0;0;03410B1CFFFFFFFF
1569601203.523950;1;07DF;0;8;8;1;0;0;02010C5555555555
1569601203.529650;1;07E8;0;8;8;0;0;0;04410C257CFFFFFF
1569601203.544000;1;07DF;0;8;8;1;0;0;02010D5555555555
1569601203.549250;1;07E8;0;8;8;0;0;0;03410D2FFFFFFFFF
1569601203.563950;1;07DF;0;8;8;1;0;0;0201105555555555
1569601203.583950;1;07DF;0;8;8;1;0;0;0201115555555555
1569601203.589150;1;07E8;0;8;8;0;0;0;0341112BFFFFFFFF
1569601203.603950;1;07DF;0;8;8;1;0;0;02015E5555555555
1569601203.623950;1;07DF;0;8;8;1;0;0;02011F5555555555
1569601203.629600;1;07E8;0;8;8;0;0;0;04411F00AAFFFFFF
1569601203.683950;1;07DF;0;8;8;1;0;0;02010A5555555555
1569601203.704000;1;07DF;0;8;8;1;0;0;02010B5555555555
1569601203.709150;1;07E8;0;8;8;0;0;0;03410B1CFFFFFFFF
1569601203.723950;1;07DF;0;8;8;1;0;0;02010C5555555555
1569601203.729750;1;07E8;0;8;8;0;0;0;04410C2548FFFFFF
1569601203.743950;1;07DF;0;8;8;1;0;0;02010D5555555555
1569601203.749150;1;07E8;0;8;8;0;0;0;03410D2EFFFFFFFF
1569601203.764000;1;07DF;0;8;8;1;0;0;0201105555555555
1569601203.783950;1;07DF;0;8;8;1;0;0;0201115555555555
1569601203.789150;1;07E8;0;8;8;0;0;0;0341112BFFFFFFFF
1569601203.804000;1;07DF;0;8;8;1;0;0;02015E5555555555
1569601203.823950;1;07DF;0;8;8;1;0;0;02011F5555555555
1569601203.830450;1;07E8;0;8;8;0;0;0;04411F00ABFFFFFF
1569601203.883950;1;07DF;0;8;8;1;0;0;02010A5555555555
1569601203.904000;1;07DF;0;8;8;1;0;0;02010B5555555555
1569601203.909650;1;07E8;0;8;8;0;0;0;03410B1CFFFFFFFF
1569601203.924000;1;07DF;0;8;8;1;0;0;02010C5555555555
1569601203.929650;1;07E8;0;8;8;0;0;0;04410C252CFFFFFF
1569601203.943950;1;07DF;0;8;8;1;0;0;02010D5555555555
1569601203.949200;1;07E8;0;8;8;0;0;0;03410D2EFFFFFFFF
1569601203.964000;1;07DF;0;8;8;1;0;0;0201105555555555
1569601203.984000;1;07DF;0;8;8;1;0;0;0201115555555555
1569601203.989150;1;07E8;0;8;8;0;0;0;0341112BFFFFFFFF
1569601204.004050;1;07DF;0;8;8;1;0;0;02015E5555555555
1569601204.024000;1;07DF;0;8;8;1;0;0;02011F5555555555
1569601204.029450;1;07E8;0;8;8;0;0;0;04411F00ABFFFFFF
1569601204.044000;1;07DF;0;8;8;1;0;0;02012F5555555555
1569601204.064050;1;07DF;0;8;8;1;0;0;0201055555555555
1569601204.069200;1;07E8;0;8;8;0;0;0;03410559FFFFFFFF
1569601204.084000;1;07DF;0;8;8;1;0;0;02010A5555555555
1569601204.104000;1;07DF;0;8;8;1;0;0;02010B5555555555
1569601204.109200;1;07E8;0;8;8;0;0;0;03410B1CFFFFFFFF
1569601204.124000;1;07DF;0;8;8;1;0;0;02010C5555555555
1569601204.129250;1;07E8;0;8;8;0;0;0;04410C24FCFFFFFF
1569601204.144000;1;07DF;0;8;8;1;0;0;02010D5555555555
1569601204.150100;1;07E8;0;8;8;0;0;0;03410D2EFFFFFFFF
1569601204.164050;1;07DF;0;8;8;1;0;0;0201105555555555
1569601204.184000;1;07DF;0;8;8;1;0;0;0201115555555555
1569601204.189200;1;07E8;0;8;8;0;0;0;0341112BFFFFFFFF
1569601204.204000;1;07DF;0;8;8;1;0;0;02015E5555555555
1569601204.224050;1;07DF;0;8;8;1;0;0;02011F5555555555
1569601204.229500;1;07E8;0;8;8;0;0;0;04411F00ABFFFFFF
1569601204.284050;1;07DF;0;8;8;1;0;0;02010A5555555555
1569601204.304000;1;07DF;0;8;8;1;0;0;02010B5555555555
1569601204.309350;1;07E8;0;8;8;0;0;0;03410B1CFFFFFFFF
1569601204.324050;1;07DF;0;8;8;1;0;0;02010C5555555555
1569601204.329500;1;07E8;0;8;8;0;0;0;04410C24E4FFFFFF
1569601204.344000;1;07DF;0;8;8;1;0;0;02010D5555555555
1569601204.349200;1;07E8;0;8;8;0;0;0;03410D2EFFFFFFFF
1569601204.364050;1;07DF;0;8;8;1;0;0;0201105555555555
1569601204.384050;1;07DF;0;8;8;1;0;0;0201115555555555
1569601204.389300;1;07E8;0;8;8;0;0;0;0341112BFFFFFFFF
1569601204.404000;1;07DF;0;8;8;1;0;0;02015E5555555555
1569601204.424050;1;07DF;0;8;8;1;0;0;02011F5555555555
1569601204.429300;1;07E8;0;8;8;0;0;0;04411F00ABFFFFFF
1569601204.484050;1;07DF;0;8;8;1;0;0;02010A5555555555
1569601204.504050;1;07DF;0;8;8;1;0;0;02010B5555555555
1569601204.505200;1;07E8;0;8;8;0;0;0;03410B1CFFFFFFFF
1569601204.524050;1;07DF;0;8;8;1;0;0;02010C5555555555
1569601204.529400;1;07E8;0;8;8;0;0;0;04410C24ECFFFFFF
1569601204.544050;1;07DF;0;8;8;1;0;0;02010D5555555555
1569601204.549550;1;07E8;0;8;8;0;0;0;03410D2EFFFFFFFF
1569601204.564050;1;07DF;0;8;8;1;0;0;0201105555555555
1569601204.584050;1;07DF;0;8;8;1;0;0;0201115555555555
1569601204.590050;1;07E8;0;8;8;0;0;0;0341112BFFFFFFFF
1569601204.604050;1;07DF;0;8;8;1;0;0;02015E5555555555
1569601204.624050;1;07DF;0;8;8;1;0;0;02011F5555555555
1569601204.629200;1;07E8;0;8;8;0;0;0;04411F00ABFFFFFF
1569601204.684050;1;07DF;0;8;8;1;0;0;02010A5555555555
1569601204.704050;1;07DF;0;8;8;1;0;0;02010B5555555555
1569601204.709400;1;07E8;0;8;8;0;0;0;03410B1CFFFFFFFF
1569601204.724050;1;07DF;0;8;8;1;0;0;02010C5555555555
1569601204.725200;1;07E8;0;8;8;0;0;0;04410C24F4FFFFFF
1569601204.744050;1;07DF;0;8;8;1;0;0;02010D5555555555
1569601204.749350;1;07E8;0;8;8;0;0;0;03410D2EFFFFFFFF
1569601204.764050;1;07DF;0;8;8;1;0;0;0201105555555555
1569601204.784050;1;07DF;0;8;8;1;0;0;0201115555555555
1569601204.789200;1;07E8;0;8;8;0;0;0;0341112BFFFFFFFF
1569601204.804050;1;07DF;0;8;8;1;0;0;02015E5555555555
1569601204.824050;1;07DF;0;8;8;1;0;0;02011F5555555555
1569601204.829600;1;07E8;0;8;8;0;0;0;04411F00ACFFFFFF
1569601204.884050;1;07DF;0;8;8;1;0;0;02010A5555555555
1569601204.904050;1;07DF;0;8;8;1;0;0;02010B5555555555
1569601204.909500;1;07E8;0;8;8;0;0;0;03410B1CFFFFFFFF
1569601204.924050;1;07DF;0;8;8;1;0;0;02010C5555555555
1569601204.929550;1;07E8;0;8;8;0;0;0;04410C2518FFFFFF
1569601204.944050;1;07DF;0;8;8;1;0;0;02010D5555555555
1569601204.949300;1;07E8;0;8;8;0;0;0;03410D2EFFFFFFFF
1569601204.964050;1;07DF;0;8;8;1;0;0;0201105555555555
1569601204.984050;1;07DF;0;8;8;1;0;0;0201115555555555
1569601204.989300;1;07E8;0;8;8;0;0;0;0341112BFFFFFFFF
1569601205.004100;1;07DF;0;8;8;1;0;0;02015E5555555555
1569601205.024100;1;07DF;0;8;8;1;0;0;02011F5555555555
1569601205.029350;1;07E8;0;8;8;0;0;0;04411F00ACFFFFFF
1569601205.064100;1;07DF;0;8;8;1;0;0;0201055555555555
1569601205.069350;1;07E8;0;8;8;0;0;0;03410559FFFFFFFF
1569601205.084100;1;07DF;0;8;8;1;0;0;02010A5555555555
1569601205.104100;1;07DF;0;8;8;1;0;0;02010B5555555555
1569601205.109250;1;07E8;0;8;8;0;0;0;03410B1CFFFFFFFF
1569601205.124100;1;07DF;0;8;8;1;0;0;02010C5555555555
1569601205.130200;1;07E8;0;8;8;0;0;0;04410C251CFFFFFF
1569601205.144100;1;07DF;0;8;8;1;0;0;02010D5555555555
1569601205.149350;1;07E8;0;8;8;0;0;0;03410D2EFFFFFFFF
1569601205.164100;1;07DF;0;8;8;1;0;0;0201105555555555
1569601205.184100;1;07DF;0;8;8;1;0;0;0201115555555555
1569601205.189250;1;07E8;0;8;8;0;0;0;0341112BFFFFFFFF
1569601205.204100;1;07DF;0;8;8;1;0;0;02015E5555555555
1569601205.224100;1;07DF;0;8;8;1;0;0;02011F5555555555
1569601205.229500;1;07E8;0;8;8;0;0;0;04411F00ACFFFFFF
1569601205.284100;1;07DF;0;8;8;1;0;0;02010A5555555555
1569601205.304100;1;07DF;0;8;8;1;0;0;02010B5555555555
1569601205.309500;1;07E8;0;8;8;0;0;0;03410B1CFFFFFFFF
1569601205.324100;1;07DF;0;8;8;1;0;0;02010C5555555555
1569601205.329600;1;07E8;0;8;8;0;0;0;04410C2538FFFFFF
1569601205.344100;1;07DF;0;8;8;1;0;0;02010D5555555555
1569601205.349500;1;07E8;0;8;8;0;0;0;03410D2EFFFFFFFF
1569601205.364100;1;07DF;0;8;8;1;0;0;0201105555555555
1569601205.384100;1;07DF;0;8;8;1;0;0;0201115555555555
1569601205.389300;1;07E8;0;8;8;0;0;0;0341112BFFFFFFFF
1569601205.404100;1;07DF;0;8;8;1;0;0;02015E5555555555
1569601205.424100;1;07DF;0;8;8;1;0;0;02011F5555555555
1569601205.429250;1;07E8;0;8;8;0;0;0;04411F00ACFFFFFF
1569601205.484100;1;07DF;0;8;8;1;0;0;02010A5555555555
1569601205.504100;1;07DF;0;8;8;1;0;0;02010B5555555555
1569601205.509300;1;07E8;0;8;8;0;0;0;03410B1CFFFFFFFF
1569601205.524100;1;07DF;0;8;8;1;0;0;02010C5555555555
1569601205.529350;1;07E8;0;8;8;0;0;0;04410C2548FFFFFF
1569601205.544100;1;07DF;0;8;8;1;0;0;02010D5555555555
1569601205.550100;1;07E8;0;8;8;0;0;0;03410D2EFFFFFFFF
1569601205.564100;1;07DF;0;8;8;1;0;0;0201105555555555
1569601205.584100;1;07DF;0;8;8;1;0;0;0201115555555555
1569601205.589300;1;07E8;0;8;8;0;0;0;0341112BFFFFFFFF
1569601205.604150;1;07DF;0;8;8;1;0;0;02015E5555555555
1569601205.624100;1;07DF;0;8;8;1;0;0;02011F5555555555
