Timestamp,CanId,IDE,DataBytes
1656920763.632000,7E8,0,0341112BFFFFFFFF
1656920763.669000,7DF,0,02015E5555555555
1656920763.709000,7DF,0,02011F5555555555
1656920763.749000,7E8,0,04411F00A7FFFFFF
1656920763.790000,7DF,0,02010A5555555555
1656920763.830000,7DF,0,02010B5555555555
1656920763.869000,7E8,0,03410B1CFFFFFFFF
1656920763.909000,7DF,0,02010C5555555555
1656920763.949000,7E8,0,04410C2484FFFFFF
1656920763.990000,7DF,0,02010D5555555555
1656920764.029000,7E8,0,03410D2DFFFFFFFF
1656920764.070000,7DF,0,0201105555555555
1656920764.109000,7DF,0,0201115555555555
1656920764.149000,7E8,0,0341112BFFFFFFFF
1656920764.190000,7DF,0,02015E5555555555
1656920764.230000,7DF,0,02011F5555555555
1656920764.269000,7E8,0,04411F00A7FFFFFF
1656920764.309000,7DF,0,02010A5555555555
1656920764.349000,7DF,0,02010B5555555555
1656920764.390000,7E8,0,03410B1CFFFFFFFF
1656920764.430000,7DF,0,02010C5555555555
1656920764.470000,7E8,0,04410C245CFFFFFF
1656920764.509000,7DF,0,02010D5555555555
1656920764.550000,7E8,0,03410D2DFFFFFFFF
1656920764.590000,7DF,0,0201105555555555
1656920764.630000,7DF,0,0201115555555555
1656920764.669000,7E8,0,0341112BFFFFFFFF
1656920764.709000,7DF,0,02015E5555555555
1656920764.750000,7DF,0,02011F5555555555
1656920764.790000,7E8,0,04411F00A8FFFFFF
1656920764.828000,7DF,0,02010A5555555555
1656920764.869000,7DF,0,02010B5555555555
1656920764.909000,7E8,0,03410B1CFFFFFFFF
1656920764.949000,7DF,0,02010C5555555555
1656920764.990000,7E8,0,04410C246CFFFFFF
1656920765.029000,7DF,0,02010D5555555555
1656920765.069000,7E8,0,03410D2DFFFFFFFF
1656920765.109000,7DF,0,0201105555555555
1656920765.149000,7DF,0,0201115555555555
1656920765.190000,7E8,0,0341112BFFFFFFFF
1656920765.229000,7DF,0,02015E5555555555
1656920765.269000,7DF,0,02011F5555555555
1656920765.309000,7E8,0,04411F00A8FFFFFF
1656920765.349000,7DF,0,02010A5555555555
1656920765.389000,7DF,0,02010B5555555555
1656920765.430000,7E8,0,03410B1CFFFFFFFF
1656920765.469000,7DF,0,02010C5555555555
1656920765.509000,7E8,0,04410C247CFFFFFF
1656920765.550000,7DF,0,02010D5555555555
1656920765.590000,7E8,0,03410D2DFFFFFFFF
1656920765.629000,7DF,0,0201105555555555
1656920765.669000,7DF,0,0201115555555555
1656920765.709000,7E8,0,0341112BFFFFFFFF
1656920765.750000,7DF,0,02015E5555555555
1656920765.790000,7DF,0,02011F5555555555
1656920765.829000,7E8,0,04411F00A8FFFFFF
1656920765.870000,7DF,0,0201055555555555
1656920765.910000,7E8,0,03410559FFFFFFFF
1656920765.950000,7DF,0,02010A5555555555
1656920765.989000,7DF,0,02010B5555555555
1656920766.029000,7E8,0,03410B1CFFFFFFFF
1656920766.069000,7DF,0,02010C5555555555
1656920766.109000,7E8,0,04410C24A0FFFFFF
1656920766.149000,7DF,0,02010D5555555555
1656920766.189000,7E8,0,03410D2DFFFFFFFF
1656920766.230000,7DF,0,0201105555555555
1656920766.270000,7DF,0,0201115555555555
1656920766.310000,7E8,0,0341112BFFFFFFFF
1656920766.350000,7DF,0,02015E5555555555
1656920766.390000,7DF,0,02011F5555555555
1656920766.430000,7E8,0,04411F00A8FFFFFF
1656920766.469000,7DF,0,02010A5555555555
1656920766.509000,7DF,0,02010B5555555555
1656920766.549000,7E8,0,03410B1CFFFFFFFF
1656920766.589000,7DF,0,02010C5555555555
1656920766.629000,7E8,0,04410C24B4FFFFFF
1656920766.670000,7DF,0,02010D5555555555
1656920766.709000,7E8,0,03410D2DFFFFFFFF
1656920766.749000,7DF,0,0201105555555555
1656920766.790000,7DF,0,0201115555555555
1656920766.830000,7E8,0,0341112BFFFFFFFF
1656920766.869000,7DF,0,02015E5555555555
1656920766.909000,7DF,0,02011F5555555555
1656920766.949000,7E8,0,04411F00A8FFFFFF
1656920766.990000,7DF,0,02010A5555555555
1656920767.030000,7DF,0,02010B5555555555
1656920767.069000,7E8,0,03410B1CFFFFFFFF
1656920767.109000,7DF,0,02010C5555555555
1656920767.149000,7E8,0,04410C24D4FFFFFF
1656920767.189000,7DF,0,02010D5555555555
1656920767.230000,7E8,0,03410D2EFFFFFFFF
1656920767.269000,7DF,0,0201105555555555
1656920767.309000,7DF,0,0201115555555555
1656920767.349000,7E8,0,0341112BFFFFFFFF
1656920767.390000,7DF,0,02015E5555555555
1656920767.430000,7DF,0,02011F5555555555
1656920767.469000,7E8,0,04411F00A9FFFFFF
1656920767.509000,7DF,0,02010A5555555555
1656920767.549000,7DF,0,02010B5555555555
1656920767.589000,7E8,0,03410B1CFFFFFFFF
1656920767.629000,7DF,0,02010C5555555555
1656920767.670000,7E8,0,04410C24ECFFFFFF
1656920767.709000,7DF,0,02010D5555555555
1656920767.749000,7E8,0,03410D2EFFFFFFFF
1656920767.789000,7DF,0,0201105555555555
1656920767.830000,7DF,0,0201115555555555
1656920767.870000,7E8,0,0341112BFFFFFFFF
1656920767.909000,7DF,0,02015E5555555555
1656920767.948000,7DF,0,02011F5555555555
1656920767.990000,7E8,0,04411F00A9FFFFFF
1656920768.030000,7DF,0,02010A5555555555
1656920768.069000,7DF,0,02010B5555555555
1656920768.109000,7E8,0,03410B1CFFFFFFFF
1656920768.149000,7DF,0,02010C5555555555
1656920768.190000,7E8,0,04410C24FCFFFFFF
1656920768.229000,7DF,0,02010D5555555555
1656920768.269000,7E8,0,03410D2EFFFFFFFF
1656920768.309000,7DF,0,0201105555555555
1656920768.349000,7DF,0,0201115555555555
1656920768.389000,7E8,0,0341112BFFFFFFFF
1656920768.430000,7DF,0,02015E5555555555
1656920768.470000,7DF,0,02011F5555555555
1656920768.509000,7E8,0,04411F00A9FFFFFF
1656920768.550000,7DF,0,0201055555555555
1656920768.589000,7E8,0,03410559FFFFFFFF
1656920768.630000,7DF,0,02010A5555555555
1656920768.670000,7DF,0,02010B5555555555
1656920768.709000,7E8,0,03410B1CFFFFFFFF
1656920768.749000,7DF,0,02010C5555555555
1656920768.790000,7E8,0,04410C2510FFFFFF
1656920768.828000,7DF,0,02010D5555555555
1656920768.870000,7E8,0,03410D2EFFFFFFFF
1656920768.909000,7DF,0,0201105555555555
1656920768.949000,7DF,0,0201115555555555
1656920768.990000,7E8,0,0341112BFFFFFFFF
1656920769.030000,7DF,0,02015E5555555555
1656920769.069000,7DF,0,02011F5555555555
1656920769.109000,7E8,0,04411F00A9FFFFFF
1656920769.149000,7DF,0,02010A5555555555
1656920769.190000,7DF,0,02010B5555555555
1656920769.230000,7E8,0,03410B1CFFFFFFFF
1656920769.269000,7DF,0,02010C5555555555
1656920769.309000,7E8,0,04410C252CFFFFFF
1656920769.349000,7DF,0,02010D5555555555
1656920769.390000,7E8,0,03410D2EFFFFFFFF
1656920769.430000,7DF,0,0201105555555555
1656920769.469000,7DF,0,0201115555555555
1656920769.509000,7E8,0,0341112BFFFFFFFF
1656920769.549000,7DF,0,02015E5555555555
1656920769.590000,7DF,0,02011F5555555555
1656920769.630000,7E8,0,04411F00A9FFFFFF
1656920769.669000,7DF,0,02010A5555555555
1656920769.709000,7DF,0,02010B5555555555
1656920769.749000,7E8,0,03410B1CFFFFFFFF
1656920769.790000,7DF,0,02010C5555555555
1656920769.830000,7E8,0,04410C2548FFFFFF
1656920769.869000,7DF,0,02010D5555555555
1656920769.909000,7E8,0,03410D2EFFFFFFFF
1656920769.949000,7DF,0,0201105555555555
1656920769.990000,7DF,0,0201115555555555
1656920770.030000,7E8,0,0341112BFFFFFFFF
1656920770.069000,7DF,0,02015E5555555555
1656920770.109000,7DF,0,02011F5555555555
1656920770.149000,7E8,0,04411F00A9FFFFFF
1656920770.190000,7DF,0,02010A5555555555
1656920770.229000,7DF,0,02010B5555555555
1656920770.270000,7E8,0,03410B1CFFFFFFFF
1656920770.309000,7DF,0,02010C5555555555
1656920770.350000,7E8,0,04410C2550FFFFFF
1656920770.389000,7DF,0,02010D5555555555
1656920770.429000,7E8,0,03410D2EFFFFFFFF
1656920770.470000,7DF,0,0201105555555555
1656920770.509000,7DF,0,0201115555555555
1656920770.549000,7E8,0,0341112BFFFFFFFF
1656920770.590000,7DF,0,02015E5555555555
1656920770.630000,7DF,0,02011F5555555555
1656920770.669000,7E8,0,04411F00AAFFFFFF
1656920770.709000,7DF,0,02010A5555555555
1656920770.749000,7DF,0,02010B5555555555
1656920770.790000,7E8,0,03410B1CFFFFFFFF
1656920770.829000,7DF,0,02010C5555555555
1656920770.869000,7E8,0,04410C255CFFFFFF
1656920770.909000,7DF,0,02010D5555555555
1656920770.949000,7E8,0,03410D2EFFFFFFFF
1656920770.989000,7DF,0,0201105555555555
1656920771.029000,7DF,0,0201115555555555
1656920771.070000,7E8,0,0341112BFFFFFFFF
1656920771.109000,7DF,0,02015E5555555555
1656920771.149000,7DF,0,02011F5555555555
1656920771.190000,7E8,0,04411F00AAFFFFFF
1656920771.229000,7DF,0,0201055555555555
1656920771.270000,7E8,0,03410559FFFFFFFF
1656920771.309000,7DF,0,02010A5555555555
1656920771.349000,7DF,0,02010B5555555555
1656920771.390000,7E8,0,03410B1CFFFFFFFF
1656920771.429000,7DF,0,02010C5555555555
1656920771.469000,7E8,0,04410C2570FFFFFF
1656920771.509000,7DF,0,02010D5555555555
1656920771.549000,7E8,0,03410D2EFFFFFFFF
1656920771.589000,7DF,0,0201105555555555
1656920771.629000,7DF,0,0201115555555555
1656920771.669000,7E8,0,0341112BFFFFFFFF
1656920771.709000,7DF,0,02015E5555555555
1656920771.749000,7DF,0,02011F5555555555
1656920771.790000,7E8,0,04411F00AAFFFFFF
1656920771.829000,7DF,0,02010A5555555555
1656920771.869000,7DF,0,02010B5555555555
1656920771.909000,7E8,0,03410B1CFFFFFFFF
1656920771.950000,7DF,0,02010C5555555555
1656920771.990000,7E8,0,04410C2580FFFFFF
1656920772.029000,7DF,0,02010D5555555555
1656920772.070000,7E8,0,03410D2FFFFFFFFF
1656920772.109000,7DF,0,0201105555555555
1656920772.149000,7DF,0,0201115555555555
1656920772.189000,7E8,0,0341112BFFFFFFFF
1656920772.229000,7DF,0,02015E5555555555
1656920772.270000,7DF,0,02011F5555555555
1656920772.309000,7E8,0,04411F00AAFFFFFF
1656920772.350000,7DF,0,02010A5555555555
1656920772.390000,7DF,0,02010B5555555555
1656920772.430000,7E8,0,03410B1CFFFFFFFF
1656920772.469000,7DF,0,02010C5555555555
1656920772.509000,7E8,0,04410C257CFFFFFF
1656920772.550000,7DF,0,02010D5555555555
1656920772.589000,7E8,0,03410D2FFFFFFFFF
1656920772.629000,7DF,0,0201105555555555
